sample_id,video_path,filename,dataset,directory_class,semantic_class,visual_label,audio_label,final_label,identity,race_group,gender_group,content_id,linked_identities,method_hint
fac_345a7d460701,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01076/00005.mp4,00005.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01076,African,men,00005,,unknown
fac_478a11ec9406,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01170/00021.mp4,00021.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01170,African,men,00021,,unknown
fac_fca3c5dafb64,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01171/00053.mp4,00053.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01171,African,men,00053,,unknown
fac_afe13ce7bd8e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01179/00160.mp4,00160.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01179,African,men,00160,,unknown
fac_796561439391,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01207/00320.mp4,00320.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01207,African,men,00320,,unknown
fac_9fc41b6cff78,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01236/00005.mp4,00005.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01236,African,men,00005,,unknown
fac_fc1864a75fd9,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01392/00167.mp4,00167.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01392,African,men,00167,,unknown
fac_625d12dc48db,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01452/00001.mp4,00001.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01452,African,men,00001,,unknown
fac_3e94b9beb004,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01521/00109.mp4,00109.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01521,African,men,00109,,unknown
fac_c28991a415a5,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01528/00017.mp4,00017.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01528,African,men,00017,,unknown
fac_51dee51c9b21,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01530/00002.mp4,00002.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01530,African,men,00002,,unknown
fac_ad8c9adc0a49,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01544/00044.mp4,00044.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01544,African,men,00044,,unknown
fac_b4fb5d79fa8b,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01597/00005.mp4,00005.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01597,African,men,00005,,unknown
fac_a9f8c28b6734,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01598/00044.mp4,00044.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01598,African,men,00044,,unknown
fac_63e5c3d038f2,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01610/00090.mp4,00090.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01610,African,men,00090,,unknown
fac_f98caa26198e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01637/00002.mp4,00002.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01637,African,men,00002,,unknown
fac_69b165014881,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01691/00045.mp4,00045.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01691,African,men,00045,,unknown
fac_b0e7ba791960,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01717/00005.mp4,00005.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01717,African,men,00005,,unknown
fac_d402f89ef102,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01779/00010.mp4,00010.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01779,African,men,00010,,unknown
fac_5dde43e19237,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01835/00130.mp4,00130.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01835,African,men,00130,,unknown
fac_e540d9fb894c,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01856/00006.mp4,00006.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01856,African,men,00006,,unknown
fac_ed8e9b233e8a,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01920/00099.mp4,00099.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01920,African,men,00099,,unknown
fac_e1d04d1ca984,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01933/00028.mp4,00028.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01933,African,men,00028,,unknown
fac_19df50fc9a15,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01972/00078.mp4,00078.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01972,African,men,00078,,unknown
fac_801f3255c590,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id01995/00071.mp4,00071.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01995,African,men,00071,,unknown
fac_1a75a023f0af,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02005/00052.mp4,00052.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02005,African,men,00052,,unknown
fac_5881bfd143d2,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02040/00476.mp4,00476.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02040,African,men,00476,,unknown
fac_33f1d5c8ab6f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02051/00015.mp4,00015.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02051,African,men,00015,,unknown
fac_9384fd0a9734,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02268/00036.mp4,00036.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02268,African,men,00036,,unknown
fac_d71399e82048,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02296/00019.mp4,00019.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02296,African,men,00019,,unknown
fac_1ba848617e00,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02316/00094.mp4,00094.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02316,African,men,00094,,unknown
fac_6d8cdbd7106e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02342/00191.mp4,00191.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02342,African,men,00191,,unknown
fac_e371939e720a,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id02494/00050.mp4,00050.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02494,African,men,00050,,unknown
fac_74c9b2fba4c7,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/men/id04727/00007.mp4,00007.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04727,African,men,00007,,unknown
fac_a1c7880b2ce2,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00220/00027.mp4,00027.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00220,African,women,00027,,unknown
fac_dea0149cdb80,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00359/00053.mp4,00053.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00359,African,women,00053,,unknown
fac_47ae5bbb8ce4,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00371/00099.mp4,00099.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00371,African,women,00099,,unknown
fac_7c0015678b94,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00460/00005.mp4,00005.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00460,African,women,00005,,unknown
fac_25160bc52c5b,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00568/00384.mp4,00384.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00568,African,women,00384,,unknown
fac_59e7f5fd6ceb,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00577/00010.mp4,00010.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00577,African,women,00010,,unknown
fac_8d96157cf860,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00592/00017.mp4,00017.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00592,African,women,00017,,unknown
fac_bf929f12244f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00707/00052.mp4,00052.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00707,African,women,00052,,unknown
fac_ded0ae5276a8,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00829/00271.mp4,00271.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00829,African,women,00271,,unknown
fac_e184b54ecf70,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id00832/00078.mp4,00078.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00832,African,women,00078,,unknown
fac_f60e5cd74f93,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01178/00028.mp4,00028.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01178,African,women,00028,,unknown
fac_dce182a09fb0,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01532/00065.mp4,00065.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01532,African,women,00065,,unknown
fac_64b14b74c193,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01661/00059.mp4,00059.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01661,African,women,00059,,unknown
fac_a31a28be6499,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01783/00015.mp4,00015.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01783,African,women,00015,,unknown
fac_53e8ea486ebd,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01838/00126.mp4,00126.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01838,African,women,00126,,unknown
fac_04dad3c8db06,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id01907/00148.mp4,00148.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id01907,African,women,00148,,unknown
fac_59c2ba7301d5,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02071/00195.mp4,00195.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02071,African,women,00195,,unknown
fac_fef25795a90f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02301/00092.mp4,00092.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02301,African,women,00092,,unknown
fac_61c4fa3e334f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02508/00083.mp4,00083.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02508,African,women,00083,,unknown
fac_39df99de6d30,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02586/00042.mp4,00042.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02586,African,women,00042,,unknown
fac_dc4c9dc684dc,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02617/00028.mp4,00028.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02617,African,women,00028,,unknown
fac_cb6df14e3295,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02721/00424.mp4,00424.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02721,African,women,00424,,unknown
fac_4e3650e962c0,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02808/00056.mp4,00056.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02808,African,women,00056,,unknown
fac_1aba07300d4a,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02824/00130.mp4,00130.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02824,African,women,00130,,unknown
fac_54f908eea8cf,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02838/00080.mp4,00080.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02838,African,women,00080,,unknown
fac_f3450efa7ae6,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id02948/00298.mp4,00298.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id02948,African,women,00298,,unknown
fac_026cea297218,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03103/00130.mp4,00130.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id03103,African,women,00130,,unknown
fac_b87de0cc62d4,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03569/00065.mp4,00065.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id03569,African,women,00065,,unknown
fac_a38382c9d92f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03656/00052.mp4,00052.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id03656,African,women,00052,,unknown
fac_089285e0d0e7,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03658/00077.mp4,00077.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id03658,African,women,00077,,unknown
fac_9eab2f5e70cd,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03713/00249.mp4,00249.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id03713,African,women,00249,,unknown
fac_242576254098,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id03747/00273.mp4,00273.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id03747,African,women,00273,,unknown
fac_0871b43f3566,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04055/00001.mp4,00001.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04055,African,women,00001,,unknown
fac_8d4060a99e46,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04245/00072.mp4,00072.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04245,African,women,00072,,unknown
fac_422a0b8ffbab,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04374/00032.mp4,00032.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04374,African,women,00032,,unknown
fac_8f8504657705,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04376/00181.mp4,00181.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04376,African,women,00181,,unknown
fac_0e6b0d791b92,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04437/00002.mp4,00002.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04437,African,women,00002,,unknown
fac_848bbb1c0313,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04540/00078.mp4,00078.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04540,African,women,00078,,unknown
fac_11a0b06c561e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04547/00052.mp4,00052.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04547,African,women,00052,,unknown
fac_fef36fd28c32,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04689/00005.mp4,00005.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04689,African,women,00005,,unknown
fac_a520780f5b17,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04705/00408.mp4,00408.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04705,African,women,00408,,unknown
fac_f165cb2105bf,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04736/00083.mp4,00083.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04736,African,women,00083,,unknown
fac_8c3abf64f8af,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04820/00015.mp4,00015.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04820,African,women,00015,,unknown
fac_386e8ed23766,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id04939/00174.mp4,00174.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id04939,African,women,00174,,unknown
fac_84cbeea06f8e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05106/00078.mp4,00078.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id05106,African,women,00078,,unknown
fac_81152d1badd4,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05231/00149.mp4,00149.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id05231,African,women,00149,,unknown
fac_d8cec48cf9d2,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05235/00052.mp4,00052.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id05235,African,women,00052,,unknown
fac_ab384c2a0d2a,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05251/00033.mp4,00033.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id05251,African,women,00033,,unknown
fac_c6937f2a8964,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05252/00052.mp4,00052.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id05252,African,women,00052,,unknown
fac_39282db1e5ff,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/African/women/id05980/00143.mp4,00143.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id05980,African,women,00143,,unknown
fac_692409ae8745,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/RealVideo-RealAudio/Asian (East)/men/id00056/00028.mp4,00028.mp4,FakeAVCeleb,RealVideo-RealAudio,REAL,0,0,0,id00056,Asian (East),men,00028,,unknown
