sample_id,video_path,filename,dataset,directory_class,semantic_class,visual_label,audio_label,final_label,identity,race_group,gender_group,content_id,linked_identities,method_hint,component_id,split
fac_d0b5a9068b77,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id06343_wavtolip.mp4,00077_id06343_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id06343,wav2lip,4,calibration
fac_d50a94d8ba5f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id06439_wavtolip.mp4,00077_id06439_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id06439,wav2lip,4,calibration
fac_2b39261fc764,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07008_wavtolip.mp4,00077_id07008_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id07008,wav2lip,4,calibration
fac_ee8b4ff340b0,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07051_d1c0Pl2aP_4.mp4,00077_id07051_d1c0Pl2aP_4.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id07051,unknown,4,calibration
fac_f9ee804dffd3,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07136_4e43eS5p3_M.mp4,00077_id07136_4e43eS5p3_M.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id07136,unknown,4,calibration
fac_63493f55df64,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07136_4e43eS5p3_M_faceswap.mp4,00077_id07136_4e43eS5p3_M_faceswap.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id07136,faceswap,4,calibration
fac_f549f7002afa,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04583/00077_id07377_wavtolip.mp4,00077_id07377_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04583,Asian (South),women,77,id07377,wav2lip,4,calibration
fac_009a8971dde8,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id00417_GhIZam3v09g.mp4,00013_id00417_GhIZam3v09g.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id00417,unknown,4,calibration
fac_5a9838cf8ba9,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id00417_GhIZam3v09g_faceswap.mp4,00013_id00417_GhIZam3v09g_faceswap.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id00417,faceswap,4,calibration
fac_c7777d59c967,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id00417_wavtolip.mp4,00013_id00417_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id00417,wav2lip,4,calibration
fac_933ef44c9d5e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id00739_CT-6UmfLiU0.mp4,00013_id00739_CT-6UmfLiU0.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id00739,unknown,4,calibration
fac_7d56b77ec3ac,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id00747_l3eOd4UDsGc.mp4,00013_id00747_l3eOd4UDsGc.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id00747,unknown,4,calibration
fac_f04e8b8c26df,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id00747_wavtolip.mp4,00013_id00747_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id00747,wav2lip,4,calibration
fac_89f6a74fdfaf,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id01026_rM4ZERt7oM0.mp4,00013_id01026_rM4ZERt7oM0.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id01026,unknown,4,calibration
fac_1e05f4b91a91,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id03559_pgetxl1qbzM.mp4,00013_id03559_pgetxl1qbzM.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id03559,unknown,4,calibration
fac_7cbd041c4c65,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id04070_wavtolip.mp4,00013_id04070_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id04070,wav2lip,4,calibration
fac_c40f1f2e48bc,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id04490_wavtolip.mp4,00013_id04490_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id04490,wav2lip,4,calibration
fac_f0b2d1e76d74,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id04529_wavtolip.mp4,00013_id04529_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id04529,wav2lip,4,calibration
fac_f2d9be5d23a2,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id05434_6p7kCmdOjDQ.mp4,00013_id05434_6p7kCmdOjDQ.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id05434,unknown,4,calibration
fac_4b3e105218ea,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id05478_VJkjRzPt-Jw.mp4,00013_id05478_VJkjRzPt-Jw.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id05478,unknown,4,calibration
fac_4b701d99ded4,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id05931_bFqu86NV3hk.mp4,00013_id05931_bFqu86NV3hk.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id05931,unknown,4,calibration
fac_2bfd0a7f31b8,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id06437_wavtolip.mp4,00013_id06437_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id06437,wav2lip,4,calibration
fac_ddc8aa4d45d1,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id06445_wavtolip.mp4,00013_id06445_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id06445,wav2lip,4,calibration
fac_3c5c3a13e0d7,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id07008_wavtolip.mp4,00013_id07008_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id07008,wav2lip,4,calibration
fac_7d5c530d8342,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id07377_wavtolip.mp4,00013_id07377_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id07377,wav2lip,4,calibration
fac_156ee02ed470,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id04927/00013_id07689_wavtolip.mp4,00013_id07689_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id04927,Asian (South),women,13,id07689,wav2lip,4,calibration
fac_7255d94e5d5f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_0.mp4,00052_0.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,,unknown,4,calibration
fac_868825955648,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id00149_wavtolip.mp4,00052_id00149_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id00149,wav2lip,4,calibration
fac_c0cf478afec1,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id00417_GhIZam3v09g.mp4,00052_id00417_GhIZam3v09g.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id00417,unknown,4,calibration
fac_c2c0869a139d,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id00417_GhIZam3v09g_faceswap.mp4,00052_id00417_GhIZam3v09g_faceswap.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id00417,faceswap,4,calibration
fac_86875ab2086d,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id00461_wavtolip.mp4,00052_id00461_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id00461,wav2lip,4,calibration
fac_385590bee448,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id00488_wavtolip.mp4,00052_id00488_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id00488,wav2lip,4,calibration
fac_0bc120cd9d1d,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id01026_rM4ZERt7oM0.mp4,00052_id01026_rM4ZERt7oM0.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id01026,unknown,4,calibration
fac_292c13561dfc,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id03559_wavtolip.mp4,00052_id03559_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id03559,wav2lip,4,calibration
fac_357d5906b059,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id03897_wavtolip.mp4,00052_id03897_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id03897,wav2lip,4,calibration
fac_f16bb39940f5,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id04490_wavtolip.mp4,00052_id04490_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id04490,wav2lip,4,calibration
fac_6331eabe9070,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id04583_M10zZFjuAb0.mp4,00052_id04583_M10zZFjuAb0.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id04583,unknown,4,calibration
fac_7ccce712a84f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id04927_8MD618FRyfA.mp4,00052_id04927_8MD618FRyfA.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id04927,unknown,4,calibration
fac_e6f6056e65ce,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id04927_wavtolip.mp4,00052_id04927_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id04927,wav2lip,4,calibration
fac_589836111583,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id05845_XfMHm6CEwPw.mp4,00052_id05845_XfMHm6CEwPw.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id05845,unknown,4,calibration
fac_c37b937b8c29,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id05920_wavtolip.mp4,00052_id05920_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id05920,wav2lip,4,calibration
fac_5f563402439e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id05931_bFqu86NV3hk.mp4,00052_id05931_bFqu86NV3hk.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id05931,unknown,4,calibration
fac_df1201665c4e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id06428_A9nvRKd1afA.mp4,00052_id06428_A9nvRKd1afA.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id06428,unknown,4,calibration
fac_0f5520f1ccc1,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id06428_wavtolip.mp4,00052_id06428_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id06428,wav2lip,4,calibration
fac_2df918f1c821,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id06439_wavtolip.mp4,00052_id06439_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id06439,wav2lip,4,calibration
fac_98c28735629e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05434/00052_id06445_NWtdqOxEbDY.mp4,00052_id06445_NWtdqOxEbDY.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05434,Asian (South),women,52,id06445,unknown,4,calibration
fac_743c19be4693,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id00149_wavtolip.mp4,00107_id00149_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id00149,wav2lip,4,calibration
fac_d5b2edb8396f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id00235_wavtolip.mp4,00107_id00235_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id00235,wav2lip,4,calibration
fac_33a4fbe10b31,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id00488_F3YxmZ9CYFw.mp4,00107_id00488_F3YxmZ9CYFw.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id00488,unknown,4,calibration
fac_85b17402812e,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id00488_F3YxmZ9CYFw_faceswap.mp4,00107_id00488_F3YxmZ9CYFw_faceswap.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id00488,faceswap,4,calibration
fac_73d60b69a6cf,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id03985_01aVtyjfVFM.mp4,00107_id03985_01aVtyjfVFM.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id03985,unknown,4,calibration
fac_2906c54b560a,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04070_wavtolip.mp4,00107_id04070_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id04070,wav2lip,4,calibration
fac_abfa9db822fa,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04529_S92uo-UShxE.mp4,00107_id04529_S92uo-UShxE.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id04529,unknown,4,calibration
fac_ebf9a3773710,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04530_W5-PTTL9HzU.mp4,00107_id04530_W5-PTTL9HzU.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id04530,unknown,4,calibration
fac_c2ae0946059b,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04530_wavtolip.mp4,00107_id04530_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id04530,wav2lip,4,calibration
fac_1f024e030843,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id04564_wavtolip.mp4,00107_id04564_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id04564,wav2lip,4,calibration
fac_c9a2d034463c,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id05478_VJkjRzPt-Jw.mp4,00107_id05478_VJkjRzPt-Jw.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id05478,unknown,4,calibration
fac_39d937cc2a7f,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id05845_XfMHm6CEwPw.mp4,00107_id05845_XfMHm6CEwPw.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id05845,unknown,4,calibration
fac_ec3b448424d4,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id05845_wavtolip.mp4,00107_id05845_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id05845,wav2lip,4,calibration
fac_f06fbd98d550,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id05931_wavtolip.mp4,00107_id05931_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id05931,wav2lip,4,calibration
fac_b4ed3d329c13,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id06437_wavtolip.mp4,00107_id06437_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id06437,wav2lip,4,calibration
fac_b9ddb01c6efa,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id07051_d1c0Pl2aP_4.mp4,00107_id07051_d1c0Pl2aP_4.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id07051,unknown,4,calibration
fac_0dfcd14b0ceb,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id07136_4e43eS5p3_M.mp4,00107_id07136_4e43eS5p3_M.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id07136,unknown,4,calibration
fac_0ac971a17c7c,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id07377_wavtolip.mp4,00107_id07377_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id07377,wav2lip,4,calibration
fac_9391e899b65d,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05435/00107_id07689_wavtolip.mp4,00107_id07689_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05435,Asian (South),women,107,id07689,wav2lip,4,calibration
fac_f8931d455ab4,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_0.mp4,00135_0.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,,unknown,4,calibration
fac_3a43858eead5,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_id00043_wavtolip.mp4,00135_id00043_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,id00043,wav2lip,4,calibration
fac_39f504e39810,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_id00235_F7aHtfdzytQ.mp4,00135_id00235_F7aHtfdzytQ.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,id00235,unknown,4,calibration
fac_fa2bfaf112a5,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_id00461_wavtolip.mp4,00135_id00461_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,id00461,wav2lip,4,calibration
fac_43e42101e14b,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_id00488_F3YxmZ9CYFw.mp4,00135_id00488_F3YxmZ9CYFw.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,id00488,unknown,4,calibration
fac_b44880aeb834,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_id02619_wavtolip.mp4,00135_id02619_wavtolip.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,id02619,wav2lip,4,calibration
fac_839a17884e9a,data/raw/fakeavceleb/FakeAVCeleb_v1.2/FakeAVCeleb_v1.2/FakeVideo-RealAudio/Asian (South)/women/id05478/00135_id03559_pgetxl1qbzM.mp4,00135_id03559_pgetxl1qbzM.mp4,FakeAVCeleb,FakeVideo-RealAudio,VISUAL_MANIPULATION,1,0,1,id05478,Asian (South),women,135,id03559,unknown,4,calibration
