sample_id,file_path,dataset,original_id,identity,manipulation_type,generator_tool,language,modality,provenance,semantic_class,visual_label,audio_label,final_label,split,held_out
indic_hi_2dfec936d7,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0044.wav,IndicVoices,indic_hi_0044.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_33073f0023,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0030.wav,IndicVoices,indic_hi_0030.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_3610461dd9,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0014.wav,IndicVoices,indic_hi_0014.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_3708480d13,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0019.wav,IndicVoices,indic_hi_0019.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_38afa8831a,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0042.wav,IndicVoices,indic_hi_0042.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_3dee159bdd,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0036.wav,IndicVoices,indic_hi_0036.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_493a49e035,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0023.wav,IndicVoices,indic_hi_0023.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_4c5bd0a374,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0041.wav,IndicVoices,indic_hi_0041.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_560fd2643a,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0007.wav,IndicVoices,indic_hi_0007.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_5b48b27315,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0020.wav,IndicVoices,indic_hi_0020.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_6913d49c30,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0038.wav,IndicVoices,indic_hi_0038.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_732943b148,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0048.wav,IndicVoices,indic_hi_0048.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_74d7f775c9,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0025.wav,IndicVoices,indic_hi_0025.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_78cfbaa3c2,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0032.wav,IndicVoices,indic_hi_0032.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_79010ff4f6,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0045.wav,IndicVoices,indic_hi_0045.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_7c7a7dbbce,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0046.wav,IndicVoices,indic_hi_0046.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_7c9f7e7e36,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0005.wav,IndicVoices,indic_hi_0005.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_8b5c3329a9,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0024.wav,IndicVoices,indic_hi_0024.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_951816d0f8,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0031.wav,IndicVoices,indic_hi_0031.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_993b1bf89a,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0009.wav,IndicVoices,indic_hi_0009.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_9ceeb68643,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0008.wav,IndicVoices,indic_hi_0008.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_9d4869fd70,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0026.wav,IndicVoices,indic_hi_0026.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_a0a670ecd3,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0016.wav,IndicVoices,indic_hi_0016.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_ac70404224,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0043.wav,IndicVoices,indic_hi_0043.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_b0a0528992,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0015.wav,IndicVoices,indic_hi_0015.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_b2c8dd0392,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0028.wav,IndicVoices,indic_hi_0028.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_b62754e299,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0001.wav,IndicVoices,indic_hi_0001.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_bafe3d5cd4,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0010.wav,IndicVoices,indic_hi_0010.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_c0c5a5810b,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0000.wav,IndicVoices,indic_hi_0000.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_c987937225,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0035.wav,IndicVoices,indic_hi_0035.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_ccfa2ed7ef,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0002.wav,IndicVoices,indic_hi_0002.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_ce2623d0fa,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0034.wav,IndicVoices,indic_hi_0034.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_ce753cfd18,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0037.wav,IndicVoices,indic_hi_0037.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_ddd1afc385,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0033.wav,IndicVoices,indic_hi_0033.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_e56f0cbb57,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0021.wav,IndicVoices,indic_hi_0021.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_eaf69c7910,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0006.wav,IndicVoices,indic_hi_0006.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_f2fed24cd4,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0027.wav,IndicVoices,indic_hi_0027.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_f3f8a4d22f,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0017.wav,IndicVoices,indic_hi_0017.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_f47f581ee8,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0022.wav,IndicVoices,indic_hi_0022.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_f4b9915d2c,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0004.wav,IndicVoices,indic_hi_0004.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_f6dbb01165,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0018.wav,IndicVoices,indic_hi_0018.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_fb5b14c235,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0003.wav,IndicVoices,indic_hi_0003.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
indic_hi_fc75f548b8,data/raw/modern_challenge/indicvoices/hindi/indic_hi_0047.wav,IndicVoices,indic_hi_0047.wav,unknown,none,none,hindi,audio_only,huggingface/ai4bharat/IndicVoices,REAL,0,0,0,external_val,false
itw_0004bbd51bb7,data/raw/modern_challenge/in_the_wild/real/22593.wav,In-the-Wild,22593.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0006c9a6b85e,data/raw/modern_challenge/in_the_wild/fake/6922.wav,In-the-Wild,6922.wav,Ronald Reagan,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_000af4a519fe,data/raw/modern_challenge/in_the_wild/real/4008.wav,In-the-Wild,4008.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_000c83ccc35c,data/raw/modern_challenge/in_the_wild/fake/21212.wav,In-the-Wild,21212.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_001002e69154,data/raw/modern_challenge/in_the_wild/fake/25210.wav,In-the-Wild,25210.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_001138ff9b03,data/raw/modern_challenge/in_the_wild/real/27511.wav,In-the-Wild,27511.wav,Christopher Hitchens,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0013abbe5c9b,data/raw/modern_challenge/in_the_wild/fake/29657.wav,In-the-Wild,29657.wav,Alan Watts,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_001448cb6506,data/raw/modern_challenge/in_the_wild/real/2556.wav,In-the-Wild,2556.wav,Arnold Schwarzenegger,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0014871c09e5,data/raw/modern_challenge/in_the_wild/real/27144.wav,In-the-Wild,27144.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00166cd66754,data/raw/modern_challenge/in_the_wild/real/18486.wav,In-the-Wild,18486.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0016d18dde7d,data/raw/modern_challenge/in_the_wild/real/3615.wav,In-the-Wild,3615.wav,Richard Nixon,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0016d859663b,data/raw/modern_challenge/in_the_wild/fake/874.wav,In-the-Wild,874.wav,Milton Friedman,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0016f6e0c900,data/raw/modern_challenge/in_the_wild/real/503.wav,In-the-Wild,503.wav,Bernie Sanders,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00178e2b9103,data/raw/modern_challenge/in_the_wild/real/5201.wav,In-the-Wild,5201.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00187f039674,data/raw/modern_challenge/in_the_wild/real/10492.wav,In-the-Wild,10492.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_001898e57087,data/raw/modern_challenge/in_the_wild/real/15345.wav,In-the-Wild,15345.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_001caac009f0,data/raw/modern_challenge/in_the_wild/fake/15545.wav,In-the-Wild,15545.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_00226c20bffa,data/raw/modern_challenge/in_the_wild/real/28243.wav,In-the-Wild,28243.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0025ca14bd5d,data/raw/modern_challenge/in_the_wild/fake/15114.wav,In-the-Wild,15114.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_00261d5aba9e,data/raw/modern_challenge/in_the_wild/real/27381.wav,In-the-Wild,27381.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003491cf89ae,data/raw/modern_challenge/in_the_wild/real/1858.wav,In-the-Wild,1858.wav,Bernie Sanders,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003546d2505a,data/raw/modern_challenge/in_the_wild/real/2824.wav,In-the-Wild,2824.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0038808e2600,data/raw/modern_challenge/in_the_wild/fake/19913.wav,In-the-Wild,19913.wav,Ronald Reagan,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_003bf6a966db,data/raw/modern_challenge/in_the_wild/real/4874.wav,In-the-Wild,4874.wav,George Carlin,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003d914531e7,data/raw/modern_challenge/in_the_wild/real/5448.wav,In-the-Wild,5448.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003dcb31eaae,data/raw/modern_challenge/in_the_wild/real/14053.wav,In-the-Wild,14053.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003f59c038df,data/raw/modern_challenge/in_the_wild/real/27807.wav,In-the-Wild,27807.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003f9184fae0,data/raw/modern_challenge/in_the_wild/real/12172.wav,In-the-Wild,12172.wav,George Carlin,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_003ff44a48a5,data/raw/modern_challenge/in_the_wild/real/13628.wav,In-the-Wild,13628.wav,Christopher Hitchens,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0042040449a4,data/raw/modern_challenge/in_the_wild/fake/18299.wav,In-the-Wild,18299.wav,George W. Bush,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0045c719f119,data/raw/modern_challenge/in_the_wild/fake/24412.wav,In-the-Wild,24412.wav,Barack Obama,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_004c5be9b84b,data/raw/modern_challenge/in_the_wild/fake/25707.wav,In-the-Wild,25707.wav,Christopher Hitchens,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_005259a0028d,data/raw/modern_challenge/in_the_wild/real/16620.wav,In-the-Wild,16620.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00574e66e5a7,data/raw/modern_challenge/in_the_wild/fake/29712.wav,In-the-Wild,29712.wav,Christopher Hitchens,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0058c958d03c,data/raw/modern_challenge/in_the_wild/real/26139.wav,In-the-Wild,26139.wav,Ronald Reagan,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_005aa9baaa3d,data/raw/modern_challenge/in_the_wild/fake/19737.wav,In-the-Wild,19737.wav,Bill Clinton,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_005ea80490ad,data/raw/modern_challenge/in_the_wild/real/2303.wav,In-the-Wild,2303.wav,Nick Offerman,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_005f3b5622d5,data/raw/modern_challenge/in_the_wild/real/29552.wav,In-the-Wild,29552.wav,Alexandria Ocasio-Cortez,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00623e6de8ba,data/raw/modern_challenge/in_the_wild/fake/4208.wav,In-the-Wild,4208.wav,Christopher Hitchens,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_006296407f51,data/raw/modern_challenge/in_the_wild/real/24093.wav,In-the-Wild,24093.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00670ecd3e47,data/raw/modern_challenge/in_the_wild/fake/7160.wav,In-the-Wild,7160.wav,Louis C.K.,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0067d87dffbc,data/raw/modern_challenge/in_the_wild/fake/29913.wav,In-the-Wild,29913.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0069c37f37af,data/raw/modern_challenge/in_the_wild/real/23746.wav,In-the-Wild,23746.wav,Bernie Sanders,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_006f0b55aae0,data/raw/modern_challenge/in_the_wild/fake/25319.wav,In-the-Wild,25319.wav,Donald Trump,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0070da2adef4,data/raw/modern_challenge/in_the_wild/real/9301.wav,In-the-Wild,9301.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0072327628ad,data/raw/modern_challenge/in_the_wild/fake/3379.wav,In-the-Wild,3379.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_00775c670658,data/raw/modern_challenge/in_the_wild/fake/14091.wav,In-the-Wild,14091.wav,Bill Clinton,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_00777a2e0e0e,data/raw/modern_challenge/in_the_wild/real/19212.wav,In-the-Wild,19212.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_007b24c3f673,data/raw/modern_challenge/in_the_wild/fake/15340.wav,In-the-Wild,15340.wav,Calvin Coolidge,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_007e1c63e7f4,data/raw/modern_challenge/in_the_wild/real/22152.wav,In-the-Wild,22152.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_008230d03d63,data/raw/modern_challenge/in_the_wild/real/17301.wav,In-the-Wild,17301.wav,Christopher Hitchens,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_00837616b643,data/raw/modern_challenge/in_the_wild/fake/7254.wav,In-the-Wild,7254.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_008433727093,data/raw/modern_challenge/in_the_wild/fake/6558.wav,In-the-Wild,6558.wav,JFK,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_00866b76c76e,data/raw/modern_challenge/in_the_wild/real/7214.wav,In-the-Wild,7214.wav,Ayn Rand,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_008b82ad5328,data/raw/modern_challenge/in_the_wild/real/4700.wav,In-the-Wild,4700.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_008e51ce8b3d,data/raw/modern_challenge/in_the_wild/fake/24108.wav,In-the-Wild,24108.wav,Winston Churchill,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_008f8cb377de,data/raw/modern_challenge/in_the_wild/real/30250.wav,In-the-Wild,30250.wav,Richard Nixon,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0091d944f3ba,data/raw/modern_challenge/in_the_wild/real/24002.wav,In-the-Wild,24002.wav,Ronald Reagan,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0093b902e8b1,data/raw/modern_challenge/in_the_wild/real/17690.wav,In-the-Wild,17690.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0094c4e2096e,data/raw/modern_challenge/in_the_wild/fake/22022.wav,In-the-Wild,22022.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0095165fb181,data/raw/modern_challenge/in_the_wild/real/11758.wav,In-the-Wild,11758.wav,Ronald Reagan,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0095ab02e596,data/raw/modern_challenge/in_the_wild/fake/16658.wav,In-the-Wild,16658.wav,Queen Elizabeth II,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0099106d299f,data/raw/modern_challenge/in_the_wild/fake/24650.wav,In-the-Wild,24650.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_009b6c8a962b,data/raw/modern_challenge/in_the_wild/real/13515.wav,In-the-Wild,13515.wav,Boris Johnson,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
